,0,1
0,0.6391848261867251,0.5590909090909091
1,0.5931029851947512,0.6818181818181818
2,0.5868355695690427,0.7340909090909091
3,0.5497494786977768,0.8636363636363636
4,0.5514830223151616,0.8613636363636363
5,0.5374236905149051,0.8704545454545455
6,0.5218199118971825,0.884090909090909
7,0.5075164107339722,0.9
8,0.5124690266592162,0.9363636363636364
9,0.5104116041745458,0.8886363636363637
10,0.4985874061073576,0.9068181818181819
11,0.5061727091670036,0.9272727272727272
12,0.48845951152699335,0.9386363636363636
13,0.4798074130501066,0.925
14,0.4891501920563834,0.9363636363636364
15,0.4850559713585036,0.9068181818181819
16,0.47718318019594463,0.9068181818181819
17,0.48741421529224943,0.8772727272727273
18,0.4945821389555931,0.9431818181818182
19,0.4810198811548097,0.9340909090909091
20,0.45732805132865906,0.9340909090909091
21,0.4774904421397618,0.9181818181818182
22,0.4456861668399402,0.9590909090909091
23,0.4846879073551723,0.9431818181818182
24,0.45290636803422657,0.9454545454545454
25,0.4591826562370573,0.9363636363636364
26,0.45224587619304657,0.925
27,0.45176289549895693,0.9431818181818182
28,0.46247019193002153,0.9568181818181818
29,0.4575564063021115,0.9613636363636363
30,0.44660865355815205,0.9636363636363636
31,0.43799793400934767,0.9613636363636363
32,0.46173814684152603,0.8886363636363637
33,0.482810626072543,0.9613636363636363
34,0.47745888360909056,0.9568181818181818
35,0.45458089666707174,0.9659090909090909
36,0.4429284030837672,0.9454545454545454
37,0.4441597355263574,0.9613636363636363
38,0.44384044089487623,0.9454545454545454
39,0.44088723404066904,0.9659090909090909
40,0.43461971304246355,0.9772727272727273
41,0.4296190893011434,0.9681818181818181
42,0.4368654989770481,0.975
43,0.4642162024974823,0.9340909090909091
44,0.44217550488454954,0.9545454545454546
45,0.43786749775920597,0.9636363636363636
46,0.4413719390119825,0.9659090909090909
47,0.4444730058312416,0.9613636363636363
48,0.4363919826490538,0.9295454545454546
49,0.4420164791601045,0.9590909090909091
50,0.42999025008508135,0.9704545454545455
51,0.4421144276857376,0.9704545454545455
52,0.44232594647577833,0.9636363636363636
53,0.4394083810704095,0.9659090909090909
54,0.43460419880492346,0.9704545454545455
55,0.46207208186388016,0.9545454545454546
56,0.4321386489484991,0.9795454545454545
57,0.4306660464831761,0.9795454545454545
58,0.43537608214787077,0.9659090909090909
59,0.4346429386309215,0.9613636363636363
60,0.44136637289609226,0.9522727272727273
61,0.42481543975217,0.9727272727272728
62,0.4259337804147175,0.9681818181818181
63,0.4245027447385447,0.9704545454545455
64,0.43567859700747896,0.9772727272727273
65,0.435538795377527,0.9727272727272728
66,0.43291499252830234,0.9568181818181818
67,0.42041073739528656,0.9727272727272728
68,0.43719083815813065,0.975
69,0.42560391766684397,0.9795454545454545
70,0.4421041879270758,0.9772727272727273
71,0.43530439691884176,0.9727272727272728
